Age,Gender,Education Level,Job Title,Years of Experience,Salary
30.0,female,bachelor's degree,product manager,5.0,85000.0
36.0,male,phd,research scientist,11.0,155000.0
28.0,male,bachelor's degree,software engineer,3.0,70000.0
32.0,female,bachelor's degree,marketing manager,8.0,115000.0
29.0,male,master's degree,financial analyst,5.0,95000.0
25.0,female,bachelor's degree,marketing analyst,0.0,40000.0
31.0,male,bachelor's degree,project manager,6.0,115000.0
35.0,female,phd,research director,12.0,175000.0
33.0,female,master's degree,marketing manager,9.0,135000.0
29.0,male,bachelor's degree,marketing analyst,4.0,75000.0
36.0,male,phd,research scientist,13.0,185000.0
40.0,female,bachelor's degree,financial manager,15.0,210000.0
27.0,male,bachelor's degree,product designer,1.0,45000.0
32.0,female,phd,data scientist,9.0,145000.0
28.0,male,bachelor's degree,marketing analyst,3.0,70000.0
32.0,female,bachelor's degree,product manager,7.0,120000.0
38.0,male,master's degree,marketing director,14.0,195000.0
40.0,female,bachelor's degree,financial manager,16.0,215000.0
27.0,male,bachelor's degree,product designer,2.0,55000.0
36.0,female,phd,research scientist,13.0,185000.0
30.0,female,bachelor's degree,marketing coordinator,5.0,95000.0
34.0,male,phd,research director,12.0,170000.0
28.0,female,bachelor's degree,marketing analyst,3.0,65000.0
26.0,female,master's degree,software engineer,2.0,75000.0
39.0,male,phd,research scientist,14.0,185000.0
32.0,female,bachelor's degree,marketing manager,7.0,120000.0
28.0,male,bachelor's degree,graphic designer,3.0,60000.0
35.0,female,master's degree,data scientist,10.0,145000.0
33.0,female,master's degree,product manager,8.0,135000.0
27.0,male,bachelor's degree,software engineer,2.0,70000.0
36.0,female,phd,research director,12.0,175000.0
29.0,male,bachelor's degree,sales associate,2.0,45000.0
45.0,female,master's degree,sales manager,8.0,80000.0
37.0,male,phd,marketing manager,7.0,90000.0
23.0,female,high school,sales executive,1.0,35000.0
41.0,male,bachelor's degree,financial manager,12.0,120000.0
26.0,female,bachelor's degree,digital marketing manager,4.0,60000.0
33.0,male,master's degree,content marketing manager,5.0,70000.0
28.0,female,high school,sales representative,3.0,40000.0
50.0,male,phd,senior product marketing manager,15.0,150000.0
35.0,female,bachelor's degree,junior sales representative,2.0,35000.0
42.0,male,master's degree,director of marketing,13.0,130000.0
27.0,female,bachelor's degree,sales associate,1.0,35000.0
48.0,male,phd,sales director,18.0,180000.0
31.0,female,high school,financial manager,4.0,60000.0
36.0,male,bachelor's degree,sales manager,6.0,75000.0
25.0,female,master's degree,digital marketing manager,3.0,50000.0
39.0,male,phd,marketing manager,10.0,100000.0
30.0,female,high school,sales executive,2.0,40000.0
44.0,male,bachelor's degree,content marketing manager,11.0,110000.0
29.0,female,master's degree,sales representative,4.0,55000.0
47.0,male,phd,senior product marketing manager,17.0,170000.0
32.0,female,bachelor's degree,junior sales representative,3.0,40000.0
38.0,male,master's degree,director of marketing,9.0,95000.0
24.0,female,high school,sales associate,1.0,35000.0
40.0,male,phd,sales director,14.0,140000.0
34.0,female,bachelor's degree,financial manager,5.0,70000.0
26.0,male,master's degree,digital marketing manager,3.0,50000.0
31.0,female,phd,marketing manager,6.0,75000.0
27.0,male,high school,sales executive,2.0,40000.0
43.0,female,bachelor's degree,content marketing manager,12.0,120000.0
28.0,male,master's degree,sales representative,2.0,40000.0
46.0,female,phd,senior product marketing manager,16.0,160000.0
33.0,male,bachelor's degree,junior sales representative,4.0,55000.0
39.0,female,master's degree,director of marketing,10.0,100000.0
25.0,male,high school,sales associate,1.0,35000.0
41.0,female,bachelor's degree,sales manager,8.0,80000.0
35.0,male,phd,marketing manager,7.0,90000.0
23.0,female,bachelor's degree,sales executive,1.0,35000.0
42.0,male,master's degree,financial manager,13.0,130000.0
32.0,male,master's degree,content marketing manager,5.0,70000.0
27.0,female,high school,sales representative,3.0,40000.0
36.0,female,bachelor's degree,junior sales representative,2.0,35000.0
48.0,male,master's degree,director of marketing,18.0,180000.0
31.0,female,high school,sales associate,2.0,40000.0
29.0,male,bachelor's degree,sales director,6.0,75000.0
45.0,female,phd,financial manager,12.0,120000.0
25.0,male,master's degree,digital marketing manager,3.0,50000.0
37.0,female,bachelor's degree,marketing manager,7.0,90000.0
23.0,male,high school,sales executive,1.0,35000.0
41.0,female,bachelor's degree,content marketing manager,11.0,110000.0
26.0,male,master's degree,sales representative,3.0,45000.0
33.0,female,phd,senior product marketing manager,5.0,70000.0
28.0,male,bachelor's degree,junior sales representative,1.0,30000.0
42.0,female,master's degree,director of marketing,13.0,130000.0
27.0,male,high school,financial manager,4.0,60000.0
50.0,female,bachelor's degree,sales manager,15.0,150000.0
35.0,male,phd,marketing manager,8.0,80000.0
24.0,female,bachelor's degree,sales executive,1.0,35000.0
46.0,male,master's degree,content marketing manager,16.0,160000.0
29.0,female,high school,sales representative,2.0,40000.0
31.0,female,bachelor's degree,junior sales representative,3.0,40000.0
25.0,female,high school,sales associate,1.0,35000.0
39.0,male,bachelor's degree,sales director,10.0,100000.0
33.0,female,phd,financial manager,5.0,70000.0
27.0,male,master's degree,digital marketing manager,3.0,50000.0
43.0,female,bachelor's degree,marketing manager,12.0,120000.0
28.0,male,high school,sales executive,2.0,40000.0
31.0,male,bachelor's degree,sales associate,3.0,50000.0
46.0,female,master's degree,marketing manager,14.0,140000.0
38.0,female,bachelor's degree,financial manager,10.0,100000.0
24.0,male,phd,digital marketing manager,1.0,30000.0
33.0,female,master's degree,content marketing manager,6.0,75000.0
29.0,male,high school,sales representative,2.0,40000.0
50.0,female,bachelor's degree,sales manager,18.0,180000.0
35.0,male,phd,senior product marketing manager,8.0,80000.0
41.0,male,master's degree,director of marketing,12.0,120000.0
26.0,female,high school,financial manager,3.0,45000.0
32.0,male,bachelor's degree,sales director,7.0,90000.0
27.0,female,phd,marketing manager,4.0,55000.0
43.0,male,master's degree,content marketing manager,16.0,160000.0
28.0,female,bachelor's degree,sales representative,2.0,40000.0
31.0,female,high school,junior sales representative,3.0,40000.0
39.0,male,bachelor's degree,sales manager,11.0,110000.0
33.0,female,phd,financial manager,6.0,75000.0
50.0,female,master's degree,content marketing manager,15.0,150000.0
36.0,male,bachelor's degree,sales representative,5.0,70000.0
48.0,female,phd,senior product marketing manager,19.0,190000.0
31.0,male,high school,junior sales representative,3.0,40000.0
29.0,female,bachelor's degree,sales director,6.0,75000.0
45.0,male,master's degree,director of marketing,14.0,140000.0
35.0,female,phd,marketing manager,8.0,80000.0
23.0,male,bachelor's degree,sales executive,1.0,35000.0
42.0,female,master's degree,sales manager,13.0,130000.0
26.0,male,high school,digital marketing manager,2.0,40000.0
32.0,female,bachelor's degree,content marketing manager,7.0,90000.0
27.0,male,phd,sales representative,4.0,55000.0
50.0,female,master's degree,senior product marketing manager,18.0,180000.0
36.0,male,bachelor's degree,junior sales representative,3.0,45000.0
48.0,female,phd,director of marketing,19.0,190000.0
31.0,male,high school,sales associate,3.0,50000.0
29.0,female,bachelor's degree,financial manager,4.0,55000.0
45.0,male,master's degree,marketing manager,13.0,130000.0
25.0,female,high school,sales executive,1.0,35000.0
41.0,male,bachelor's degree,content marketing manager,12.0,120000.0
35.0,female,phd,senior product marketing manager,9.0,95000.0
23.0,male,bachelor's degree,sales representative,1.0,35000.0
42.0,female,master's degree,digital marketing manager,14.0,140000.0
26.0,male,high school,sales manager,2.0,40000.0
32.0,female,bachelor's degree,director of marketing,8.0,80000.0
27.0,male,phd,marketing manager,4.0,55000.0
50.0,female,master's degree,content marketing manager,19.0,190000.0
36.0,male,bachelor's degree,sales director,6.0,75000.0
48.0,female,phd,senior product marketing manager,17.0,170000.0
36.0,male,bachelor's degree,sales director,6.0,
37.0,male,master's degree,marketing manager,11.0,110000.0
26.0,female,bachelor's degree,sales representative,2.0,40000.0
42.0,male,phd,content marketing manager,15.0,150000.0
33.0,female,high school,sales executive,4.0,55000.0
29.0,male,bachelor's degree,sales manager,5.0,70000.0
45.0,female,master's degree,director of marketing,16.0,160000.0
24.0,male,high school,sales associate,1.0,35000.0
39.0,female,bachelor's degree,financial manager,10.0,100000.0
31.0,male,phd,senior product marketing manager,7.0,90000.0
27.0,female,master's degree,digital marketing manager,3.0,50000.0
43.0,male,bachelor's degree,content marketing manager,14.0,140000.0
28.0,female,high school,sales representative,2.0,40000.0
50.0,male,phd,marketing manager,18.0,180000.0
35.0,female,bachelor's degree,sales executive,7.0,90000.0
23.0,male,bachelor's degree,sales manager,1.0,35000.0
41.0,female,master's degree,director of marketing,12.0,120000.0
26.0,male,high school,financial manager,3.0,45000.0
32.0,female,bachelor's degree,sales director,8.0,80000.0
50.0,female,master's degree,content marketing manager,18.0,180000.0
36.0,male,bachelor's degree,sales representative,6.0,75000.0
29.0,female,bachelor's degree,sales director,5.0,70000.0
45.0,male,master's degree,director of marketing,15.0,150000.0
38.0,male,master's degree,marketing manager,12.0,120000.0
27.0,female,bachelor's degree,sales representative,3.0,45000.0
43.0,male,phd,content marketing manager,16.0,160000.0
34.0,female,high school,sales executive,5.0,70000.0
30.0,male,bachelor's degree,sales manager,6.0,75000.0
46.0,female,master's degree,director of marketing,17.0,170000.0
40.0,female,bachelor's degree,financial manager,11.0,110000.0
32.0,male,phd,senior product marketing manager,8.0,80000.0
28.0,female,master's degree,digital marketing manager,4.0,55000.0
44.0,male,bachelor's degree,content marketing manager,15.0,150000.0
51.0,male,phd,marketing manager,19.0,190000.0
36.0,female,bachelor's degree,sales executive,8.0,80000.0
24.0,male,bachelor's degree,sales manager,1.0,35000.0
27.0,male,high school,financial manager,3.0,45000.0
33.0,female,bachelor's degree,sales director,7.0,90000.0
28.0,male,phd,marketing manager,4.0,55000.0
51.0,female,master's degree,content marketing manager,19.0,190000.0
37.0,male,bachelor's degree,sales representative,7.0,90000.0
49.0,female,phd,senior product marketing manager,20.0,200000.0
32.0,male,high school,junior sales representative,3.0,40000.0
30.0,female,bachelor's degree,sales director,5.0,70000.0
46.0,male,master's degree,director of marketing,16.0,160000.0
26.0,female,high school,sales associate,1.0,35000.0
42.0,male,bachelor's degree,financial manager,13.0,130000.0
36.0,female,phd,marketing manager,9.0,95000.0
24.0,male,bachelor's degree,sales executive,1.0,35000.0
43.0,female,master's degree,sales manager,14.0,140000.0
27.0,male,high school,digital marketing manager,2.0,40000.0
33.0,female,bachelor's degree,content marketing manager,7.0,90000.0
28.0,male,phd,sales representative,4.0,55000.0
51.0,female,master's degree,senior product marketing manager,19.0,190000.0
37.0,male,bachelor's degree,junior sales representative,6.0,75000.0
49.0,female,phd,director of marketing,20.0,200000.0
32.0,male,high school,sales associate,3.0,50000.0
30.0,female,bachelor's degree,financial manager,4.0,55000.0
46.0,male,master's degree,marketing manager,14.0,140000.0
26.0,female,high school,sales executive,1.0,35000.0
42.0,male,bachelor's degree,content marketing manager,13.0,130000.0
36.0,female,phd,senior product marketing manager,10.0,100000.0
24.0,male,bachelor's degree,sales representative,1.0,35000.0
43.0,female,master's degree,digital marketing manager,15.0,150000.0
27.0,male,high school,sales manager,2.0,40000.0
33.0,female,bachelor's degree,director of marketing,8.0,80000.0
37.0,male,bachelor's degree,sales director,7.0,90000.0
30.0,female,bachelor's degree,sales manager,5.0,70000.0
